Timestamp (ms),acc_x,acc_y,acc_z,label,category,participant,set
2024-11-21 15:13:19.200,0.18700352583333335,0.0813297955,-0.05710230433333333,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:19.400,0.0900211178125,-0.091551155025,-0.18547448249999998,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:19.800,0.1171593225,-0.12679729233333334,-0.13442104916666667,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:20.000,-0.02531146131,-0.0831283578,-0.088425454083,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:20.200,-0.04833363100000001,-0.20316548666666667,-0.08813747383333333,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:20.400,-0.082541390375,-0.18568747125,-0.0253214025,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:20.600,,-0.19855694333333332,0.0015952514433333332,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:20.800,0.046917062210526314,,-0.07064746689473685,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:21.000,0.193225463075,-0.03463869941666666,-0.13492373825,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:21.200,0.19452255,,-0.08627948933333333,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:21.400,0.1084645855,0.16648987733333334,-0.11488346049999999,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:21.600,0.12725961148235296,-0.08453338652941177,-0.062186216694117655,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:21.800,-0.04641461599999999,0.04463388772727273,-0.11439624845454545,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:22.000,,0.03433744333333332,-0.05125687466666667,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:22.200,0.06354280857142856,0.15319792871428572,-0.12684483857142856,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:22.400,0.08731265914285714,-0.03328449428571429,-0.08480409314285715,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:22.600,0.037302718,-0.046728596,-0.013036469,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:22.800,0.009790664253846153,-0.06766599214615385,-0.095900584,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:23.000,6.376600000000676e-06,0.0094266704,-0.0723717922,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:23.200,-0.124447717375,-0.10954092375,-0.039112125,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:23.400,-0.052909263538461544,,-0.03880480246153846,Arnold-press,Heavy,Razvan,21.0
2024-11-21 15:13:23.600,-0.0145379625,,-0.030287506,Arnold-press,Heavy,Razvan,21.0
